station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
MDW,2001-01-30 09:53,-87.7524,41.7860,36.00,33.00,88.73,240.00,10.00,0.01,28.70,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 09:56,-87.7524,41.7860,M,M,M,240.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 10:53,-87.7524,41.7860,35.00,32.00,88.68,260.00,11.00,M,28.73,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 11:53,-87.7524,41.7860,34.00,31.00,88.63,240.00,13.00,M,28.76,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 12:53,-87.7524,41.7860,35.00,31.00,85.17,230.00,8.00,M,28.78,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 13:53,-87.7524,41.7860,34.00,31.00,88.63,250.00,13.00,M,28.78,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 14:16,-87.7524,41.7860,M,M,M,250.00,12.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 14:53,-87.7524,41.7860,34.00,32.00,92.29,260.00,10.00,M,28.79,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 15:43,-87.7524,41.7860,M,M,M,290.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 15:53,-87.7524,41.7860,34.00,32.00,92.29,280.00,10.00,M,28.82,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 16:53,-87.7524,41.7860,34.00,32.00,92.29,300.00,8.00,0.01,28.85,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 17:53,-87.7524,41.7860,34.00,32.00,92.29,270.00,7.00,M,28.87,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 18:53,-87.7524,41.7860,34.00,32.00,92.29,270.00,9.00,M,28.88,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 19:53,-87.7524,41.7860,34.00,32.00,92.29,270.00,8.00,M,28.92,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 20:23,-87.7524,41.7860,M,M,M,270.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 20:34,-87.7524,41.7860,M,M,M,290.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 20:53,-87.7524,41.7860,34.00,31.00,88.63,290.00,8.00,M,28.94,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 21:53,-87.7524,41.7860,34.00,31.00,88.63,260.00,6.00,M,28.96,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 22:53,-87.7524,41.7860,34.00,32.00,92.29,250.00,8.00,M,28.98,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-30 23:53,-87.7524,41.7860,34.00,32.00,92.29,250.00,8.00,M,29.01,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 00:53,-87.7524,41.7860,34.00,32.00,92.29,250.00,11.00,M,29.04,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 01:37,-87.7524,41.7860,M,M,M,250.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 01:40,-87.7524,41.7860,M,M,M,250.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 01:53,-87.7524,41.7860,35.00,33.00,92.32,250.00,9.00,M,29.06,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 02:53,-87.7524,41.7860,35.00,33.00,92.32,260.00,9.00,M,29.08,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 03:04,-87.7524,41.7860,M,M,M,270.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 03:27,-87.7524,41.7860,M,M,M,250.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 03:53,-87.7524,41.7860,35.00,31.00,85.17,250.00,11.00,M,29.09,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 04:53,-87.7524,41.7860,36.00,28.00,72.43,260.00,11.00,M,29.11,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 05:53,-87.7524,41.7860,36.00,29.00,75.46,250.00,12.00,M,29.10,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 06:16,-87.7524,41.7860,M,M,M,270.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 06:53,-87.7524,41.7860,35.00,29.00,78.51,280.00,14.00,M,29.09,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 07:53,-87.7524,41.7860,35.00,30.00,81.78,250.00,13.00,M,29.10,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 08:43,-87.7524,41.7860,M,M,M,270.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 08:53,-87.7524,41.7860,35.00,30.00,81.78,270.00,12.00,M,29.11,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 09:53,-87.7524,41.7860,33.00,29.00,85.04,260.00,12.00,M,29.15,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 10:53,-87.7524,41.7860,33.00,31.00,92.25,260.00,9.00,M,29.17,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 11:53,-87.7524,41.7860,33.00,29.00,85.04,270.00,12.00,M,29.21,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 12:53,-87.7524,41.7860,33.00,28.00,81.63,270.00,11.00,M,29.23,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 13:53,-87.7524,41.7860,32.00,28.00,84.98,270.00,12.00,M,29.25,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 14:53,-87.7524,41.7860,32.00,27.00,81.55,270.00,11.00,M,29.27,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 15:24,-87.7524,41.7860,M,M,M,270.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 15:53,-87.7524,41.7860,32.00,28.00,84.98,270.00,11.00,M,29.29,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 16:53,-87.7524,41.7860,30.00,24.00,78.07,260.00,11.00,M,29.30,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 17:12,-87.7524,41.7860,M,M,M,260.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 17:53,-87.7524,41.7860,29.00,23.00,77.98,270.00,9.00,M,29.32,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 18:53,-87.7524,41.7860,28.00,23.00,81.25,270.00,9.00,M,29.33,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 19:53,-87.7524,41.7860,28.00,22.00,77.89,270.00,8.00,M,29.36,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 20:53,-87.7524,41.7860,26.00,22.00,84.59,260.00,8.00,M,29.36,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 21:53,-87.7524,41.7860,25.00,21.00,84.53,240.00,6.00,M,29.36,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 22:53,-87.7524,41.7860,25.00,21.00,84.53,260.00,9.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-31 23:53,-87.7524,41.7860,24.00,20.00,84.46,250.00,7.00,M,29.40,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 00:53,-87.7524,41.7860,23.00,20.00,88.08,230.00,7.00,M,29.42,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 01:53,-87.7524,41.7860,23.00,20.00,88.08,250.00,7.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 02:53,-87.7524,41.7860,24.00,20.00,84.46,220.00,4.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 03:53,-87.7524,41.7860,27.00,20.00,74.57,220.00,6.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 04:53,-87.7524,41.7860,30.00,21.00,68.81,220.00,7.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 05:53,-87.7524,41.7860,32.00,21.00,63.45,250.00,10.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 06:53,-87.7524,41.7860,33.00,21.00,60.95,240.00,10.00,M,29.40,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 07:53,-87.7524,41.7860,33.00,20.00,58.41,270.00,12.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 08:53,-87.7524,41.7860,32.00,20.00,60.81,260.00,14.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 09:53,-87.7524,41.7860,31.00,19.00,60.67,250.00,11.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 10:53,-87.7524,41.7860,29.00,20.00,68.69,280.00,10.00,M,29.42,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 11:53,-87.7524,41.7860,27.00,22.00,81.17,270.00,10.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 12:01,-87.7524,41.7860,M,M,M,270.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 12:10,-87.7524,41.7860,M,M,M,290.00,14.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 12:53,-87.7524,41.7860,23.00,19.00,84.39,280.00,13.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 13:18,-87.7524,41.7860,M,M,M,270.00,14.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 13:33,-87.7524,41.7860,M,M,M,260.00,14.00,M,M,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 13:53,-87.7524,41.7860,20.00,15.00,80.60,290.00,12.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 14:53,-87.7524,41.7860,16.00,0.00,48.57,280.00,11.00,M,29.49,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 15:53,-87.7524,41.7860,11.00,0.00,60.50,300.00,17.00,M,29.51,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 16:53,-87.7524,41.7860,9.00,-2.00,60.21,300.00,13.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 17:53,-87.7524,41.7860,6.00,-3.00,65.76,300.00,15.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 18:53,-87.7524,41.7860,5.00,-3.00,68.83,300.00,12.00,M,29.52,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 19:53,-87.7524,41.7860,4.00,-6.00,62.40,290.00,11.00,M,29.53,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 20:53,-87.7524,41.7860,3.00,-5.00,68.58,280.00,13.00,M,29.53,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 21:53,-87.7524,41.7860,1.00,-7.00,68.32,290.00,11.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 22:53,-87.7524,41.7860,1.00,-7.00,68.32,290.00,15.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-01 23:53,-87.7524,41.7860,0.00,-8.00,68.19,280.00,14.00,M,29.58,M,M,20.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 00:53,-87.7524,41.7860,0.00,-8.00,68.19,280.00,11.00,M,29.59,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 01:53,-87.7524,41.7860,1.00,-7.00,68.32,270.00,11.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 02:53,-87.7524,41.7860,2.00,-5.00,71.83,280.00,9.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 03:53,-87.7524,41.7860,5.00,-4.00,65.62,270.00,10.00,M,29.64,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 04:53,-87.7524,41.7860,7.00,-4.00,59.91,260.00,11.00,M,29.65,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 05:53,-87.7524,41.7860,9.00,-1.00,63.12,270.00,10.00,M,29.64,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 06:53,-87.7524,41.7860,11.00,1.00,63.40,260.00,8.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 07:53,-87.7524,41.7860,13.00,2.00,60.80,270.00,13.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 08:53,-87.7524,41.7860,14.00,3.00,60.94,240.00,8.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 09:53,-87.7524,41.7860,13.00,1.00,58.03,260.00,10.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 10:53,-87.7524,41.7860,11.00,1.00,63.40,240.00,12.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 11:53,-87.7524,41.7860,11.00,1.00,63.40,240.00,11.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 12:53,-87.7524,41.7860,10.00,2.00,69.45,240.00,11.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 13:53,-87.7524,41.7860,10.00,2.00,69.45,240.00,8.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 14:53,-87.7524,41.7860,11.00,3.00,69.58,220.00,6.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 15:53,-87.7524,41.7860,11.00,4.00,72.86,220.00,8.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 16:53,-87.7524,41.7860,11.00,4.00,72.86,230.00,10.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 17:53,-87.7524,41.7860,11.00,3.00,69.58,220.00,7.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 18:53,-87.7524,41.7860,12.00,7.00,79.93,220.00,7.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 19:53,-87.7524,41.7860,13.00,8.00,80.02,180.00,8.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 20:00,-87.7524,41.7860,M,M,M,190.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 20:20,-87.7524,41.7860,M,M,M,190.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 20:53,-87.7524,41.7860,13.00,8.00,80.02,180.00,5.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 21:53,-87.7524,41.7860,14.00,9.00,80.10,180.00,7.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 22:53,-87.7524,41.7860,16.00,11.00,80.27,170.00,8.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-02 23:53,-87.7524,41.7860,17.00,11.00,76.87,190.00,11.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 00:20,-87.7524,41.7860,M,M,M,190.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 00:53,-87.7524,41.7860,17.00,12.00,80.36,190.00,9.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 01:53,-87.7524,41.7860,18.00,12.00,76.97,190.00,9.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 02:53,-87.7524,41.7860,19.00,12.00,73.73,170.00,11.00,M,29.50,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 03:53,-87.7524,41.7860,20.00,12.00,70.65,180.00,13.00,M,29.49,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 04:53,-87.7524,41.7860,22.00,15.00,74.05,200.00,12.00,M,29.50,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 05:53,-87.7524,41.7860,23.00,15.00,70.99,190.00,13.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 06:53,-87.7524,41.7860,25.00,16.00,68.20,200.00,11.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 07:53,-87.7524,41.7860,27.00,17.00,65.56,180.00,11.00,M,29.39,M,M,17.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 08:53,-87.7524,41.7860,28.00,18.00,65.69,190.00,11.00,M,29.40,M,M,23.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 09:53,-87.7524,41.7860,29.00,21.00,71.67,190.00,13.00,M,29.38,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 10:53,-87.7524,41.7860,29.00,22.00,74.77,180.00,13.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 11:53,-87.7524,41.7860,30.00,21.00,68.81,200.00,11.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 12:53,-87.7524,41.7860,30.00,23.00,74.87,190.00,12.00,M,29.38,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-02-03 13:53,-87.7524,41.7860,30.00,23.00,74.87,190.00,10.00,M,29.36,M,M,0.00,M,M,M,M,M,M,M,M,M,M
