station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
MDW,2001-01-07 07:29,-87.7524,41.7860,M,M,M,340.00,11.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 07:53,-87.7524,41.7860,32.00,22.00,66.20,320.00,13.00,M,29.20,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 08:53,-87.7524,41.7860,31.00,18.00,58.12,320.00,9.00,M,29.21,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 09:53,-87.7524,41.7860,30.00,18.00,60.53,300.00,11.00,M,29.23,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 10:53,-87.7524,41.7860,28.00,18.00,65.69,320.00,10.00,M,29.26,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 11:31,-87.7524,41.7860,M,M,M,320.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 11:53,-87.7524,41.7860,27.00,18.00,68.45,330.00,10.00,M,29.29,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 12:53,-87.7524,41.7860,26.00,18.00,71.33,330.00,10.00,M,29.30,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 13:53,-87.7524,41.7860,27.00,19.00,71.45,330.00,11.00,M,29.32,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 14:53,-87.7524,41.7860,26.00,18.00,71.33,330.00,9.00,M,29.32,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 15:53,-87.7524,41.7860,25.00,17.00,71.22,320.00,7.00,M,29.32,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 16:53,-87.7524,41.7860,24.00,17.00,74.26,310.00,8.00,M,29.33,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 17:53,-87.7524,41.7860,23.00,16.00,74.15,320.00,7.00,M,29.34,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 18:53,-87.7524,41.7860,22.00,15.00,74.05,310.00,6.00,M,29.33,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 19:53,-87.7524,41.7860,20.00,15.00,80.60,300.00,5.00,M,29.34,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 20:53,-87.7524,41.7860,23.00,15.00,70.99,320.00,9.00,M,29.34,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 21:53,-87.7524,41.7860,23.00,17.00,77.44,330.00,10.00,M,29.34,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 22:53,-87.7524,41.7860,21.00,16.00,80.69,330.00,9.00,M,29.34,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-07 23:53,-87.7524,41.7860,20.00,15.00,80.60,330.00,7.00,M,29.36,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 00:53,-87.7524,41.7860,19.00,13.00,77.06,320.00,8.00,M,29.37,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 01:53,-87.7524,41.7860,19.00,14.00,80.52,340.00,8.00,M,29.38,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 02:53,-87.7524,41.7860,21.00,15.00,77.25,320.00,7.00,M,29.40,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 03:53,-87.7524,41.7860,24.00,15.00,68.08,350.00,11.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 04:53,-87.7524,41.7860,26.00,16.00,65.43,360.00,8.00,M,29.40,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 05:53,-87.7524,41.7860,28.00,17.00,62.91,350.00,8.00,M,29.40,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 06:53,-87.7524,41.7860,28.00,17.00,62.91,20.00,12.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 07:53,-87.7524,41.7860,27.00,18.00,68.45,360.00,8.00,M,29.39,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 07:54,-87.7524,41.7860,M,M,M,360.00,10.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 08:45,-87.7524,41.7860,M,M,M,360.00,9.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 08:53,-87.7524,41.7860,27.00,18.00,68.45,20.00,11.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 09:53,-87.7524,41.7860,27.00,18.00,68.45,10.00,7.00,M,29.42,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 10:06,-87.7524,41.7860,M,M,M,360.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 10:18,-87.7524,41.7860,M,M,M,360.00,8.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 10:53,-87.7524,41.7860,24.00,15.00,68.08,330.00,8.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 11:53,-87.7524,41.7860,23.00,14.00,67.96,330.00,8.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 12:53,-87.7524,41.7860,22.00,7.00,51.88,340.00,9.00,M,29.49,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 13:53,-87.7524,41.7860,21.00,13.00,70.76,340.00,8.00,M,29.50,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 14:53,-87.7524,41.7860,20.00,11.00,67.58,330.00,9.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 15:53,-87.7524,41.7860,19.00,11.00,70.53,330.00,9.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 16:53,-87.7524,41.7860,17.00,8.00,67.20,330.00,9.00,M,29.53,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 17:53,-87.7524,41.7860,19.00,12.00,73.73,320.00,8.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 18:53,-87.7524,41.7860,18.00,9.00,67.33,330.00,11.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 19:53,-87.7524,41.7860,18.00,9.00,67.33,330.00,9.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 20:53,-87.7524,41.7860,17.00,6.00,61.38,330.00,10.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 21:53,-87.7524,41.7860,16.00,9.00,73.41,320.00,8.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 22:53,-87.7524,41.7860,14.00,9.00,80.10,320.00,6.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-08 23:53,-87.7524,41.7860,12.00,7.00,79.93,290.00,4.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 00:53,-87.7524,41.7860,13.00,8.00,80.02,310.00,5.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 01:53,-87.7524,41.7860,13.00,9.00,83.70,280.00,4.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 02:53,-87.7524,41.7860,18.00,12.00,76.97,270.00,6.00,M,29.63,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 03:53,-87.7524,41.7860,21.00,13.00,70.76,280.00,8.00,M,29.65,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 04:53,-87.7524,41.7860,23.00,13.00,65.03,280.00,12.00,M,29.65,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 05:53,-87.7524,41.7860,24.00,14.00,65.17,270.00,12.00,M,29.62,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 06:53,-87.7524,41.7860,25.00,15.00,65.30,270.00,11.00,M,29.61,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 07:53,-87.7524,41.7860,24.00,15.00,68.08,280.00,12.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 08:53,-87.7524,41.7860,24.00,15.00,68.08,250.00,13.00,M,29.60,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 09:53,-87.7524,41.7860,23.00,15.00,70.99,260.00,14.00,M,29.59,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 10:53,-87.7524,41.7860,21.00,14.00,73.94,240.00,13.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 11:53,-87.7524,41.7860,20.00,16.00,84.19,250.00,11.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 12:53,-87.7524,41.7860,20.00,14.00,77.16,250.00,12.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 13:53,-87.7524,41.7860,20.00,13.00,73.84,250.00,13.00,M,29.56,M,M,19.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 14:53,-87.7524,41.7860,20.00,13.00,73.84,250.00,12.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 15:53,-87.7524,41.7860,20.00,13.00,73.84,250.00,13.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 16:53,-87.7524,41.7860,20.00,13.00,73.84,250.00,15.00,M,29.54,M,M,18.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 17:53,-87.7524,41.7860,21.00,14.00,73.94,240.00,11.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 18:53,-87.7524,41.7860,21.00,15.00,77.25,250.00,11.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 19:53,-87.7524,41.7860,20.00,15.00,80.60,250.00,10.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 20:53,-87.7524,41.7860,20.00,13.00,73.84,240.00,11.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 21:53,-87.7524,41.7860,20.00,14.00,77.16,230.00,6.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 22:53,-87.7524,41.7860,21.00,15.00,77.25,240.00,10.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-09 23:53,-87.7524,41.7860,21.00,15.00,77.25,240.00,8.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 00:53,-87.7524,41.7860,21.00,15.00,77.25,230.00,7.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 01:53,-87.7524,41.7860,22.00,15.00,74.05,210.00,8.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 02:53,-87.7524,41.7860,23.00,16.00,74.15,210.00,9.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 03:53,-87.7524,41.7860,26.00,18.00,71.33,220.00,10.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 04:53,-87.7524,41.7860,29.00,19.00,65.81,220.00,8.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 05:53,-87.7524,41.7860,32.00,20.00,60.81,210.00,10.00,M,29.49,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 06:53,-87.7524,41.7860,34.00,21.00,58.56,190.00,9.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 07:53,-87.7524,41.7860,35.00,22.00,58.70,200.00,11.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 08:53,-87.7524,41.7860,35.00,24.00,63.85,210.00,8.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 09:53,-87.7524,41.7860,34.00,24.00,66.45,210.00,14.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 10:53,-87.7524,41.7860,32.00,24.00,72.00,210.00,10.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 11:53,-87.7524,41.7860,31.00,24.00,74.97,220.00,9.00,M,29.44,M,M,17.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 12:53,-87.7524,41.7860,30.00,25.00,81.40,220.00,9.00,M,29.44,M,M,16.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 13:53,-87.7524,41.7860,30.00,25.00,81.40,210.00,10.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 14:53,-87.7524,41.7860,29.00,24.00,81.32,210.00,10.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 15:53,-87.7524,41.7860,29.00,23.00,77.98,210.00,8.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 16:53,-87.7524,41.7860,29.00,23.00,77.98,220.00,7.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 17:53,-87.7524,41.7860,29.00,22.00,74.77,210.00,8.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 18:53,-87.7524,41.7860,28.00,21.00,74.67,220.00,5.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 19:53,-87.7524,41.7860,28.00,21.00,74.67,220.00,5.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 20:53,-87.7524,41.7860,28.00,20.00,71.56,210.00,6.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 21:53,-87.7524,41.7860,27.00,21.00,77.80,200.00,7.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 22:53,-87.7524,41.7860,26.00,20.00,77.71,200.00,7.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-10 23:53,-87.7524,41.7860,25.00,20.00,81.01,220.00,6.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 00:53,-87.7524,41.7860,25.00,20.00,81.01,210.00,6.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 01:53,-87.7524,41.7860,25.00,20.00,81.01,210.00,7.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 02:53,-87.7524,41.7860,27.00,21.00,77.80,210.00,6.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 03:53,-87.7524,41.7860,29.00,22.00,74.77,220.00,5.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 04:53,-87.7524,41.7860,35.00,25.00,66.57,210.00,6.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 05:53,-87.7524,41.7860,37.00,26.00,64.11,200.00,7.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 06:53,-87.7524,41.7860,37.00,26.00,64.11,210.00,8.00,M,29.42,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 07:53,-87.7524,41.7860,38.00,26.00,61.64,210.00,5.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 08:53,-87.7524,41.7860,38.00,26.00,61.64,200.00,8.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 09:53,-87.7524,41.7860,35.00,25.00,66.57,190.00,4.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 10:53,-87.7524,41.7860,35.00,25.00,66.57,200.00,8.00,M,29.42,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 11:53,-87.7524,41.7860,32.00,25.00,75.07,210.00,5.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 12:53,-87.7524,41.7860,31.00,25.00,78.16,220.00,3.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 13:53,-87.7524,41.7860,30.00,24.00,78.07,210.00,4.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 14:53,-87.7524,41.7860,29.00,24.00,81.32,220.00,5.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 15:53,-87.7524,41.7860,29.00,24.00,81.32,260.00,3.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 16:53,-87.7524,41.7860,29.00,25.00,84.79,260.00,3.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 17:53,-87.7524,41.7860,29.00,25.00,84.79,200.00,3.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 18:53,-87.7524,41.7860,29.00,25.00,84.79,210.00,4.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 19:53,-87.7524,41.7860,29.00,26.00,88.38,240.00,5.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 20:53,-87.7524,41.7860,30.00,23.00,74.87,250.00,3.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 21:53,-87.7524,41.7860,30.00,26.00,84.85,0.00,0.00,M,29.47,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 22:53,-87.7524,41.7860,30.00,26.00,84.85,250.00,4.00,M,29.48,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 23:53,-87.7524,41.7860,29.00,25.00,84.79,250.00,4.00,M,29.48,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 23:54,-87.7524,41.7860,M,M,M,250.00,4.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-11 23:58,-87.7524,41.7860,M,M,M,250.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 00:53,-87.7524,41.7860,30.00,27.00,88.44,260.00,5.00,M,29.50,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 01:53,-87.7524,41.7860,31.00,28.00,88.48,0.00,0.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 02:53,-87.7524,41.7860,32.00,28.00,84.98,290.00,3.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 03:53,-87.7524,41.7860,34.00,31.00,88.63,230.00,4.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 04:53,-87.7524,41.7860,36.00,31.00,81.86,240.00,3.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 05:39,-87.7524,41.7860,M,M,M,230.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 05:53,-87.7524,41.7860,36.00,31.00,81.86,230.00,5.00,M,29.53,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 05:59,-87.7524,41.7860,M,M,M,210.00,6.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 06:53,-87.7524,41.7860,36.00,31.00,81.86,210.00,7.00,M,29.53,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 07:53,-87.7524,41.7860,36.00,31.00,81.86,250.00,6.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 08:53,-87.7524,41.7860,36.00,31.00,81.86,200.00,7.00,M,29.52,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 09:53,-87.7524,41.7860,35.00,30.00,81.78,210.00,6.00,M,29.53,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 10:53,-87.7524,41.7860,34.00,31.00,88.63,220.00,7.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 11:53,-87.7524,41.7860,34.00,32.00,92.29,230.00,6.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 12:53,-87.7524,41.7860,34.00,31.00,88.63,250.00,4.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 13:53,-87.7524,41.7860,34.00,31.00,88.63,230.00,4.00,M,29.58,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 14:22,-87.7524,41.7860,M,M,M,220.00,4.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 14:53,-87.7524,41.7860,34.00,31.00,88.63,230.00,6.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 15:53,-87.7524,41.7860,34.00,31.00,88.63,200.00,5.00,M,29.57,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 16:41,-87.7524,41.7860,M,M,M,190.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 16:53,-87.7524,41.7860,34.00,31.00,88.63,180.00,6.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 17:36,-87.7524,41.7860,M,M,M,190.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 17:53,-87.7524,41.7860,34.00,32.00,92.29,210.00,6.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 18:53,-87.7524,41.7860,34.00,31.00,88.63,210.00,5.00,M,29.54,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 19:17,-87.7524,41.7860,M,M,M,210.00,5.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 19:53,-87.7524,41.7860,34.00,31.00,88.63,200.00,5.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 20:53,-87.7524,41.7860,34.00,31.00,88.63,190.00,4.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 20:54,-87.7524,41.7860,M,M,M,190.00,4.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 20:55,-87.7524,41.7860,M,M,M,190.00,4.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 21:53,-87.7524,41.7860,34.00,32.00,92.29,180.00,5.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 22:53,-87.7524,41.7860,34.00,32.00,92.29,200.00,5.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-12 23:53,-87.7524,41.7860,34.00,32.00,92.29,190.00,6.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 00:53,-87.7524,41.7860,34.00,32.00,92.29,180.00,6.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 01:53,-87.7524,41.7860,34.00,32.00,92.29,180.00,6.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 02:53,-87.7524,41.7860,34.00,32.00,92.29,170.00,7.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 03:53,-87.7524,41.7860,34.00,32.00,92.29,180.00,6.00,M,29.56,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 04:00,-87.7524,41.7860,M,M,M,180.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 04:53,-87.7524,41.7860,34.00,32.00,92.29,170.00,6.00,M,29.55,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 05:53,-87.7524,41.7860,35.00,31.00,85.17,180.00,7.00,M,29.53,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 06:53,-87.7524,41.7860,35.00,32.00,88.68,180.00,6.00,M,29.51,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 07:20,-87.7524,41.7860,M,M,M,180.00,7.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 07:53,-87.7524,41.7860,36.00,32.00,85.23,180.00,5.00,M,29.50,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 08:24,-87.7524,41.7860,M,M,M,170.00,4.00,M,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 08:53,-87.7524,41.7860,37.00,32.00,81.93,170.00,4.00,M,29.48,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 09:53,-87.7524,41.7860,37.00,31.00,78.69,140.00,8.00,M,29.46,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 10:53,-87.7524,41.7860,36.00,31.00,81.86,110.00,12.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 11:53,-87.7524,41.7860,35.00,31.00,85.17,110.00,9.00,M,29.42,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 12:53,-87.7524,41.7860,34.00,31.00,88.63,130.00,6.00,M,29.45,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 13:53,-87.7524,41.7860,34.00,31.00,88.63,110.00,9.00,M,29.44,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 14:53,-87.7524,41.7860,34.00,30.00,85.11,140.00,9.00,M,29.43,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 15:53,-87.7524,41.7860,35.00,29.00,78.51,130.00,10.00,M,29.41,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 16:53,-87.7524,41.7860,34.00,29.00,81.71,100.00,7.00,M,29.37,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 17:53,-87.7524,41.7860,34.00,28.00,78.43,150.00,8.00,M,29.40,M,M,0.00,M,M,M,M,M,M,M,M,M,M
MDW,2001-01-13 18:53,-87.7524,41.7860,34.00,28.00,78.43,150.00,9.00,M,29.36,M,M,0.00,M,M,M,M,M,M,M,M,M,M
